Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Result,HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,HUPLxM,HUPLxHM,HUnbStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,AUPLxM,AUPLxAM,AUnbStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,Venue
2017-12-26,united,burnley,2,2,23,3,6,2,10,14,12,2,3,7,0,0,1.25,6.5,15.0,D,3,3,11.9,4.3,5.0,11.6,1.8,0.1,1.9,1.0,2.4,0.3,9.0,21.0,2.2,2.7,70.0,90.0,0.0,80.0,90.0,3.0,9.9,3.8,4.7,9.4,1.3,0.0,0.8,0.6,1.0,1.1,2.0,-1.0,1.9,1.5,60.0,40.0,0.0,70.0,70.0,0.0,81,83,87,83.67,76,75,74,75.0,Old Trafford
2017-12-30,huddersfield,burnley,0,0,3,11,1,4,14,14,5,4,2,1,0,0,2.37,3.1,3.5,D,4,4,11.2,3.9,4.9,10.1,1.1,0.3,1.1,1.9,1.0,1.2,-8.0,-2.0,1.1,1.5,30.0,40.0,0.0,50.0,70.0,3.0,9.0,3.5,4.4,9.9,1.7,0.0,0.9,0.8,1.1,1.1,1.0,0.0,1.7,1.6,50.0,40.0,0.0,70.0,80.0,1.0,73,72,75,73.33,76,75,74,75.0,Kirklees Stadium
2018-01-13,palace,burnley,1,0,17,8,2,2,16,10,3,2,0,3,0,0,2.0,3.29,4.5,W,5,7,13.1,4.1,5.3,11.6,2.0,0.0,1.4,0.9,1.4,1.5,5.0,-1.0,1.7,1.3,40.0,30.0,1.0,90.0,70.0,2.0,9.3,3.5,4.2,10.1,1.7,0.0,0.7,1.0,0.8,0.9,-3.0,-1.0,1.2,1.4,30.0,30.0,0.0,60.0,80.0,0.0,75,76,81,77.33,76,76,75,75.67,Selhurst Park
2018-01-31,newcastle,burnley,1,1,14,11,4,2,15,15,7,4,1,2,0,0,2.2,3.2,3.89,D,3,10,10.4,3.4,3.7,10.8,1.1,0.1,0.9,1.5,0.7,1.2,-6.0,-5.0,0.8,0.9,20.0,20.0,0.0,40.0,50.0,0.0,9.6,3.3,3.8,9.9,2.0,0.0,0.5,1.0,0.7,0.9,-5.0,-2.0,0.9,1.3,20.0,30.0,0.0,50.0,70.0,0.0,75,75,74,74.67,76,76,75,75.67,St. James Park
2018-02-10,swansea,burnley,1,0,12,13,4,1,10,9,5,2,2,1,0,0,2.37,3.0,3.25,W,4,7,7.2,2.9,4.2,9.7,1.3,0.0,1.0,1.9,0.9,1.1,-9.0,-2.0,1.2,1.4,30.0,40.0,0.0,60.0,60.0,4.0,9.3,2.9,3.5,10.2,2.3,0.0,0.6,1.1,0.7,0.9,-5.0,-2.0,0.8,1.3,10.0,30.0,0.0,60.0,70.0,2.0,74,74,77,75.0,76,76,74,75.33,Swansea.com Stadium
2018-03-10,west-ham,burnley,0,3,13,7,4,4,13,7,5,1,2,2,0,0,2.29,3.2,3.6,L,7,7,8.0,3.5,3.8,9.9,2.1,0.0,1.7,1.9,1.1,1.4,-2.0,-3.0,1.3,1.3,30.0,30.0,0.0,70.0,70.0,0.0,11.0,3.1,4.2,9.9,2.3,0.0,0.8,1.1,0.6,1.0,-3.0,-4.0,0.8,1.0,10.0,20.0,1.0,60.0,60.0,2.0,77,78,79,78.0,77,76,75,76.0,London Stadium
2018-03-31,west-brom,burnley,1,2,8,11,3,4,12,9,1,6,1,3,0,0,2.5,3.0,3.1,L,10,10,9.6,3.0,5.0,10.1,1.4,0.0,0.9,2.1,1.0,1.8,-12.0,-8.0,0.4,0.7,10.0,10.0,0.0,20.0,50.0,0.0,11.4,3.3,4.1,9.2,1.8,0.0,0.9,0.9,0.9,0.7,0.0,2.0,1.0,1.3,20.0,30.0,2.0,60.0,70.0,3.0,77,77,78,77.33,78,76,76,76.67,The Hawthorns
2018-04-07,watford,burnley,1,2,14,7,5,4,18,12,11,1,2,2,0,0,2.39,3.2,3.39,L,7,7,13.0,4.0,5.6,10.1,1.6,0.0,1.0,1.7,1.7,1.7,-7.0,0.0,1.2,1.5,30.0,40.0,0.0,60.0,70.0,1.0,11.4,3.3,4.3,8.7,2.0,0.0,1.1,1.0,1.0,0.8,1.0,2.0,1.2,1.3,30.0,30.0,3.0,60.0,70.0,4.0,76,77,78,77.0,78,76,76,76.67,Vicarage Road
2018-04-22,stoke,burnley,1,1,8,16,3,7,15,5,3,8,2,1,0,0,2.29,3.29,3.5,D,6,3,9.8,3.3,3.1,13.8,2.2,0.1,0.6,1.4,1.0,1.3,-8.0,-3.0,0.5,1.1,0.0,30.0,0.0,50.0,50.0,1.0,10.0,3.4,4.1,9.6,1.9,0.0,1.5,1.0,1.0,0.8,5.0,2.0,1.8,1.3,50.0,30.0,0.0,80.0,70.0,0.0,76,76,77,76.33,78,77,76,77.0,Bet365 Stadium
2018-05-06,arsenal,burnley,5,0,16,6,8,2,6,7,4,5,0,1,0,0,1.57,4.2,6.5,W,3,8,13.7,5.9,5.4,9.9,1.6,0.1,2.1,1.4,2.8,1.3,7.0,15.0,1.5,2.3,50.0,70.0,0.0,50.0,90.0,0.0,10.7,4.0,4.5,8.2,1.4,0.0,1.4,0.9,1.1,0.8,5.0,3.0,1.8,1.4,50.0,30.0,0.0,80.0,80.0,2.0,81,81,84,82.0,78,77,76,77.0,Emirates Stadium
2018-08-12,southampton,burnley,0,0,18,16,3,6,10,9,8,5,0,1,0,0,1.85,3.5,5.0,D,10,3,11.0,4.7,5.9,11.1,2.4,0.2,0.8,1.5,0.9,1.6,-7.0,-7.0,0.9,0.7,20.0,10.0,0.0,50.0,50.0,0.0,10.3,4.2,4.8,8.6,1.3,0.0,1.4,1.4,1.1,1.3,0.0,-2.0,1.7,1.3,50.0,30.0,0.0,70.0,70.0,0.0,75,77,76,76.0,78,77,76,77.0,St Mary's Stadium
2018-08-26,fulham,burnley,4,2,25,12,12,2,11,8,6,4,2,1,0,0,2.0,3.4,4.33,W,8,3,13.0,4.2,5.2,10.2,1.5,0.1,1.1,2.5,1.1,2.2,-14.0,-11.0,0.8,0.8,20.0,20.0,0.0,40.0,40.0,0.0,9.9,3.9,4.7,8.7,1.2,0.0,1.0,1.6,0.9,1.1,-6.0,-2.0,1.2,1.3,30.0,30.0,0.0,60.0,70.0,0.0,71,74,73,72.67,78,77,76,77.0,Craven Cottage
2018-09-16,wolves,burnley,1,0,30,7,7,2,10,9,8,2,2,4,0,0,1.75,3.6,5.75,W,10,10,,,,,,,,,,,,,,,,,1.0,,,2.0,10.2,3.5,4.6,8.1,1.0,0.0,0.8,2.0,1.1,1.5,-12.0,-4.0,0.6,1.2,10.0,30.0,0.0,40.0,60.0,0.0,72,76,75,74.33,78,77,76,77.0,Molineux Stadium
2018-09-30,cardiff,burnley,1,2,19,3,5,2,11,15,10,2,1,3,0,0,2.62,3.0,3.2,L,8,5,10.3,2.5,5.0,9.1,1.4,0.1,0.5,2.4,1.0,2.5,-19.0,-15.0,0.3,0.6,0.0,10.0,0.0,30.0,40.0,0.0,10.8,3.7,4.4,8.9,1.3,0.0,0.9,1.8,1.1,1.5,-9.0,-4.0,0.6,1.2,10.0,30.0,1.0,40.0,60.0,1.0,73,74,71,72.67,78,77,77,77.33,Cardiff City Stadium
2018-10-20,city,burnley,5,0,24,5,10,0,11,5,10,1,2,2,0,0,1.08,13.0,34.0,W,10,10,20.6,7.4,8.3,7.6,0.9,0.0,2.5,0.4,2.9,0.7,21.0,22.0,2.6,2.5,80.0,80.0,0.0,100.0,90.0,14.0,9.1,3.1,3.6,10.2,1.7,0.0,1.1,1.9,1.2,1.5,-8.0,-3.0,0.8,1.4,20.0,40.0,0.0,40.0,60.0,3.0,83,87,85,85.0,78,77,77,77.33,Etihad Stadium
2018-11-03,west-ham,burnley,4,2,22,6,10,3,7,9,10,4,1,4,0,0,1.75,3.75,5.25,W,3,6,10.6,3.4,4.2,10.2,2.6,0.1,0.9,1.5,1.2,1.1,-6.0,1.0,0.8,1.2,20.0,30.0,0.0,40.0,60.0,1.0,8.5,2.6,2.9,10.0,2.2,0.0,1.0,2.1,1.2,1.9,-11.0,-7.0,0.8,1.4,20.0,40.0,0.0,40.0,60.0,0.0,77,77,80,78.0,77,77,77,77.0,London Stadium
2018-11-10,leicester,burnley,0,0,22,6,5,1,13,10,12,1,2,0,0,0,1.5,4.33,8.0,D,7,7,12.0,4.9,5.2,10.9,1.7,0.3,1.6,1.4,1.3,1.2,2.0,1.0,1.6,1.2,50.0,30.0,1.0,60.0,60.0,2.0,7.5,2.3,2.8,10.0,2.5,0.0,1.2,2.5,1.1,2.3,-13.0,-12.0,0.7,1.1,20.0,30.0,0.0,30.0,50.0,0.0,77,77,82,78.67,77,77,77,77.0,King Power Stadium
2018-12-01,palace,burnley,2,0,29,4,9,0,9,10,10,2,1,1,0,0,1.61,3.9,6.5,W,7,5,11.8,3.2,5.4,12.3,1.7,0.0,0.5,1.3,1.3,1.2,-8.0,1.0,0.6,1.1,10.0,30.0,0.0,40.0,50.0,1.0,7.5,2.3,2.5,10.0,2.3,0.0,1.0,2.0,0.9,2.2,-10.0,-13.0,0.8,0.9,20.0,20.0,0.0,40.0,50.0,0.0,76,77,78,77.0,77,77,76,76.67,Selhurst Park
2018-12-15,tottenham,burnley,1,0,15,4,3,0,7,8,8,3,0,2,0,0,1.18,8.0,19.0,W,4,7,11.3,5.1,4.4,11.3,1.3,0.1,1.8,0.9,2.0,1.3,9.0,7.0,2.4,2.1,80.0,70.0,2.0,80.0,70.0,2.0,7.5,2.4,2.7,9.8,1.9,0.0,0.8,2.2,0.7,2.3,-14.0,-16.0,0.8,0.6,20.0,10.0,1.0,40.0,40.0,1.0,83,83,89,85.0,77,77,76,76.67,Wembley Stadium
2018-12-22,arsenal,burnley,3,1,10,7,6,2,10,14,1,3,2,5,0,0,1.25,6.5,15.0,W,3,7,13.5,4.3,6.0,11.1,2.0,0.0,2.3,1.4,2.2,0.8,9.0,14.0,1.9,2.3,50.0,70.0,0.0,90.0,90.0,0.0,7.6,2.2,2.8,9.1,1.8,0.0,0.6,2.2,0.6,2.3,-16.0,-17.0,0.5,0.5,10.0,10.0,0.0,30.0,30.0,0.0,80,83,85,82.67,77,77,76,76.67,Emirates Stadium
2019-01-02,huddersfield,burnley,1,2,9,16,2,8,11,9,5,2,0,4,1,1,2.14,3.1,4.2,L,4,3,12.5,4.0,5.0,10.9,1.5,0.1,0.8,1.4,0.4,1.4,-6.0,-10.0,0.7,0.5,20.0,10.0,0.0,30.0,30.0,0.0,9.3,2.9,3.5,10.4,1.8,0.0,0.9,2.0,0.7,2.1,-11.0,-14.0,0.7,0.5,20.0,10.0,1.0,30.0,30.0,1.0,75,75,74,74.67,77,77,76,76.67,Kirklees Stadium
2019-01-19,watford,burnley,0,0,9,11,4,3,14,9,1,7,1,2,0,0,1.65,4.0,5.75,D,7,7,11.6,3.6,4.6,11.1,1.4,0.1,1.5,1.8,1.4,1.8,-3.0,-4.0,1.2,1.3,30.0,40.0,1.0,60.0,50.0,3.0,10.8,3.3,3.4,9.9,1.9,0.1,1.1,1.8,0.9,2.2,-7.0,-13.0,1.2,0.7,40.0,20.0,3.0,40.0,30.0,3.0,77,78,77,77.33,76,75,76,75.67,Vicarage Road
2019-01-29,united,burnley,2,2,28,6,9,4,10,9,11,3,1,3,0,0,1.28,6.0,12.0,D,4,3,14.0,7.2,4.9,11.1,1.9,0.1,2.6,1.2,2.1,1.3,14.0,8.0,2.3,2.1,70.0,60.0,6.0,90.0,90.0,6.0,10.5,3.2,3.6,10.2,2.1,0.1,1.0,1.6,0.7,1.8,-6.0,-11.0,1.3,0.8,40.0,20.0,0.0,50.0,40.0,4.0,79,83,83,81.67,76,75,76,75.67,Old Trafford
2019-02-09,brighton,burnley,1,3,16,9,6,5,8,7,9,3,1,1,0,0,2.05,3.3,4.2,L,3,7,11.6,3.3,4.6,12.0,0.9,0.1,0.8,1.5,1.0,0.8,-7.0,2.0,0.6,1.5,10.0,40.0,0.0,40.0,70.0,1.0,11.2,3.6,3.6,10.1,2.5,0.1,1.2,1.4,0.9,1.9,-2.0,-10.0,1.5,0.9,40.0,20.0,0.0,70.0,50.0,6.0,76,76,76,76.0,77,75,76,76.0,Falmer Stadium
2019-02-26,newcastle,burnley,2,0,12,12,3,2,8,8,4,7,1,3,0,0,2.15,3.3,3.9,W,3,3,11.4,3.4,4.4,10.3,1.3,0.0,1.0,1.2,1.1,1.0,-2.0,1.0,1.2,1.6,30.0,50.0,1.0,60.0,60.0,2.0,11.3,4.1,4.1,9.8,2.3,0.1,1.6,1.5,1.0,1.9,1.0,-9.0,1.8,0.9,50.0,20.0,2.0,80.0,50.0,8.0,76,74,76,75.33,76,75,76,75.67,St. James Park
2019-03-10,liverpool,burnley,4,2,23,3,5,2,4,7,7,3,2,0,0,0,1.16,8.5,21.0,W,7,8,12.8,5.9,6.1,9.6,1.2,0.1,2.1,0.8,3.2,0.7,13.0,25.0,1.9,2.8,50.0,90.0,0.0,90.0,100.0,8.0,12.5,4.1,4.8,9.0,2.0,0.1,1.5,1.2,1.0,1.6,3.0,-6.0,1.8,0.9,50.0,20.0,0.0,80.0,50.0,0.0,81,83,89,84.33,76,76,76,76.0,Anfield
2019-04-06,bournemouth,burnley,1,3,10,11,2,3,12,16,3,6,2,3,0,0,2.1,3.6,3.75,L,7,7,9.2,3.3,4.2,9.0,1.8,0.0,1.2,1.6,1.7,1.4,-4.0,3.0,1.1,1.5,30.0,40.0,0.0,50.0,70.0,0.0,10.2,3.3,5.2,8.9,1.6,0.0,1.4,1.6,1.0,1.6,-2.0,-6.0,1.2,0.9,30.0,20.0,1.0,60.0,50.0,1.0,76,76,79,77.0,76,76,77,76.33,Dean Court
2019-04-22,chelsea,burnley,2,2,22,6,9,3,9,4,10,1,2,1,0,0,1.25,6.25,15.0,D,4,9,16.4,4.7,5.9,9.1,1.3,0.0,1.7,1.3,1.9,0.3,4.0,16.0,1.9,2.3,60.0,70.0,0.0,70.0,90.0,0.0,11.0,3.6,5.6,9.4,1.6,0.0,1.7,1.5,1.3,1.7,2.0,-4.0,1.6,1.1,50.0,30.0,3.0,60.0,50.0,3.0,82,83,85,83.33,76,75,77,76.0,Stamford Bridge
2019-05-03,everton,burnley,2,0,20,5,6,1,8,9,8,1,0,2,0,0,1.66,4.0,5.75,W,6,5,13.5,4.9,5.5,11.9,0.8,0.1,1.4,0.6,1.4,1.4,8.0,0.0,1.7,1.4,50.0,40.0,0.0,70.0,60.0,2.0,9.4,2.8,5.0,8.6,1.4,0.0,1.5,1.6,1.5,1.7,-1.0,-2.0,1.3,1.2,40.0,30.0,0.0,50.0,60.0,0.0,79,80,76,78.33,77,75,77,76.33,Goodison Park
2019-08-17,arsenal,burnley,2,1,16,18,9,5,13,11,10,7,2,1,0,0,1.3,5.5,10.0,W,6,7,12.1,3.8,6.4,9.6,2.5,0.1,1.3,1.2,2.5,0.8,1.0,17.0,1.6,2.5,50.0,80.0,2.0,60.0,90.0,3.0,8.3,2.8,3.5,8.6,1.6,0.0,1.6,1.5,1.5,1.8,1.0,-3.0,1.3,1.2,40.0,30.0,1.0,50.0,60.0,1.0,80,83,82,81.67,77,75,77,76.33,Emirates Stadium
2019-08-25,wolves,burnley,1,1,17,13,2,4,9,11,4,3,0,2,0,0,1.85,3.4,4.5,D,3,8,11.8,2.9,5.6,9.7,1.6,0.0,1.0,1.1,1.7,0.9,-1.0,8.0,1.5,2.1,40.0,60.0,0.0,70.0,90.0,2.0,9.8,3.1,3.9,9.0,1.7,0.0,1.5,1.3,1.5,1.7,2.0,-2.0,1.3,1.2,40.0,30.0,0.0,50.0,60.0,0.0,77,80,77,78.0,76,76,77,76.33,Molineux Stadium
2019-09-14,brighton,burnley,1,1,14,7,5,1,13,7,3,6,0,2,0,0,2.15,3.3,3.5,D,10,10,9.0,2.4,4.0,10.2,1.0,0.1,0.7,1.6,0.5,1.9,-9.0,-14.0,0.7,0.6,10.0,10.0,0.0,50.0,40.0,0.0,10.0,3.4,3.8,9.0,1.7,0.0,1.3,1.5,1.4,1.7,-2.0,-3.0,1.1,1.0,30.0,20.0,0.0,50.0,60.0,0.0,76,77,76,76.33,77,75,77,76.33,Falmer Stadium
2019-09-28,aston-villa,burnley,2,2,16,10,3,3,10,16,7,3,1,4,0,0,2.3,3.4,3.1,D,3,7,10.0,4.1,3.2,10.5,1.6,0.2,1.0,2.0,0.7,2.3,-10.0,-16.0,0.5,0.5,10.0,10.0,0.0,30.0,30.0,0.0,9.5,3.1,3.7,8.5,1.4,0.0,1.1,1.5,1.5,1.8,-4.0,-3.0,0.9,1.0,20.0,20.0,1.0,50.0,60.0,2.0,74,75,76,75.0,76,76,77,76.33,Villa Park
2019-10-19,leicester,burnley,2,1,19,13,3,4,4,10,9,4,0,3,0,0,1.57,4.0,6.0,W,10,10,10.6,3.2,6.1,10.5,1.1,0.0,1.4,0.8,2.0,0.5,6.0,15.0,1.5,2.3,40.0,70.0,0.0,70.0,90.0,0.0,10.6,3.4,4.6,9.7,1.8,0.0,1.2,1.4,1.5,1.8,-2.0,-3.0,1.2,1.0,30.0,20.0,1.0,60.0,60.0,4.0,77,77,80,78.0,76,76,77,76.33,King Power Stadium
2019-11-02,sheffield,burnley,3,0,13,6,6,0,8,12,7,6,1,2,0,0,2.25,3.2,3.4,W,7,7,9.7,2.7,6.2,11.0,1.9,0.1,0.9,0.8,,,1.0,,1.3,,30.0,,0.0,70.0,,3.0,11.3,3.7,5.0,9.4,1.7,0.0,1.4,1.5,1.3,1.9,-1.0,-6.0,1.2,0.7,30.0,10.0,0.0,60.0,50.0,0.0,73,73,73,73.0,76,76,77,76.33,Bramall Lane
2019-11-23,watford,burnley,0,3,15,11,4,5,14,13,7,5,0,3,0,0,2.3,3.4,3.1,L,10,10,13.2,3.4,4.9,10.3,2.4,0.1,0.8,1.9,0.7,1.8,-11.0,-11.0,0.8,0.4,10.0,0.0,1.0,60.0,40.0,1.0,10.5,4.0,5.8,10.6,2.0,0.0,1.3,1.6,1.3,2.0,-3.0,-7.0,1.2,0.7,30.0,10.0,1.0,60.0,50.0,1.0,76,78,78,77.33,76,76,77,76.33,Vicarage Road
2019-12-07,tottenham,burnley,5,0,13,7,7,1,12,8,1,1,1,1,0,0,1.4,4.75,8.0,W,3,4,11.0,4.0,4.6,8.8,1.7,0.2,1.4,1.7,1.7,1.0,-3.0,7.0,1.2,1.8,30.0,50.0,0.0,60.0,80.0,0.0,10.8,4.4,5.6,11.3,2.2,0.0,1.5,1.7,1.4,1.6,-2.0,-2.0,1.3,1.0,40.0,20.0,0.0,50.0,60.0,0.0,82,82,89,84.33,76,76,77,76.33,Tottenham Hotspur Stadium
2019-12-21,bournemouth,burnley,0,1,3,2,0,1,13,21,4,5,2,4,0,0,2.4,3.4,2.9,L,7,7,11.3,3.1,5.6,9.7,1.9,0.1,0.6,1.2,1.0,1.3,-6.0,-3.0,0.8,1.2,20.0,30.0,1.0,40.0,60.0,1.0,9.9,4.0,5.1,10.9,1.9,0.0,1.2,2.0,1.1,2.0,-8.0,-9.0,1.2,0.7,40.0,10.0,1.0,40.0,50.0,1.0,76,77,79,77.33,76,76,77,76.33,Dean Court
2019-12-26,everton,burnley,1,0,21,6,5,0,15,14,10,2,0,0,0,0,1.7,3.75,5.0,W,5,5,13.1,4.8,5.8,12.2,1.8,0.0,1.4,1.6,1.3,1.1,-2.0,2.0,1.2,1.7,30.0,50.0,0.0,60.0,70.0,3.0,9.2,3.8,4.9,12.5,2.1,0.0,1.2,2.0,1.0,1.8,-8.0,-8.0,1.2,0.9,40.0,20.0,2.0,40.0,50.0,2.0,79,78,78,78.33,76,76,77,76.33,Goodison Park
2020-01-11,chelsea,burnley,3,0,18,7,8,2,7,4,10,3,0,3,0,0,1.28,5.5,11.0,W,6,7,16.3,4.6,6.0,10.9,2.0,0.0,1.1,1.2,1.1,1.0,-1.0,1.0,1.3,1.4,40.0,40.0,0.0,50.0,60.0,2.0,9.4,3.1,4.9,13.9,1.8,0.0,1.0,1.6,1.0,1.7,-6.0,-7.0,1.2,0.9,40.0,20.0,0.0,40.0,50.0,0.0,80,82,79,80.33,75,76,77,76.0,Stamford Bridge
2020-01-22,united,burnley,0,2,24,5,7,2,11,7,5,2,0,2,0,0,1.36,4.75,9.0,L,3,3,14.8,6.5,4.9,11.9,1.6,0.0,1.7,1.2,2.0,1.0,5.0,10.0,1.7,1.9,50.0,50.0,0.0,70.0,90.0,0.0,8.4,2.1,4.0,12.7,1.7,0.0,0.6,2.0,0.9,1.8,-14.0,-9.0,0.9,0.9,30.0,20.0,1.0,30.0,50.0,1.0,80,80,83,81.0,75,76,77,76.0,Old Trafford
2020-02-15,southampton,burnley,1,2,10,9,2,6,8,11,4,3,2,2,0,0,1.75,3.8,4.75,L,10,10,13.7,5.0,6.5,14.2,2.0,0.0,1.4,1.3,1.1,2.5,1.0,-14.0,1.6,1.0,50.0,30.0,0.0,60.0,40.0,0.0,8.5,1.9,3.9,12.0,1.7,0.0,0.7,1.4,1.0,1.7,-7.0,-7.0,1.3,1.1,40.0,30.0,0.0,50.0,50.0,3.0,76,76,75,75.67,77,75,77,76.33,St Mary's Stadium
2020-02-29,newcastle,burnley,0,0,21,8,4,1,11,9,11,7,4,3,0,0,2.62,3.1,2.9,D,7,7,9.3,2.6,3.9,10.1,2.0,0.1,0.7,1.7,1.1,1.0,-10.0,1.0,0.9,1.8,20.0,50.0,0.0,50.0,80.0,0.0,9.6,3.0,4.4,11.7,2.2,0.0,1.1,1.0,1.1,1.7,1.0,-6.0,1.6,1.3,50.0,40.0,2.0,60.0,50.0,5.0,77,77,77,77.0,77,76,77,76.67,St. James Park
2020-06-22,city,burnley,5,0,19,1,7,0,8,7,3,1,1,1,0,0,1.12,9.0,15.0,W,5,10,18.0,6.7,7.7,9.7,1.4,0.1,1.9,0.8,2.2,0.8,11.0,14.0,2.2,2.5,70.0,80.0,1.0,80.0,90.0,1.0,11.7,3.8,4.7,10.7,2.6,0.0,1.1,1.0,0.9,1.5,1.0,-6.0,1.5,1.3,40.0,40.0,0.0,70.0,50.0,7.0,83,86,87,85.33,76,76,77,76.33,Etihad Stadium
2020-06-29,palace,burnley,0,1,17,8,4,4,12,13,9,1,1,1,0,0,2.25,3.2,3.4,L,5,4,9.0,2.8,4.4,11.0,1.8,0.0,0.9,1.3,0.8,1.0,-4.0,-2.0,1.4,1.4,40.0,40.0,0.0,60.0,60.0,0.0,9.9,4.1,3.6,9.8,2.3,0.0,1.1,1.1,0.8,1.8,0.0,-10.0,1.8,1.3,50.0,40.0,1.0,80.0,50.0,1.0,76,77,73,75.33,76,76,77,76.33,Selhurst Park
2020-07-08,west-ham,burnley,0,1,21,8,5,4,7,7,10,3,1,1,0,0,2.0,3.4,3.9,L,3,3,10.1,4.2,4.2,8.4,1.5,0.0,1.3,2.0,1.8,1.9,-7.0,-1.0,0.8,1.1,20.0,30.0,0.0,40.0,50.0,2.0,10.1,4.2,3.3,10.1,2.0,0.0,1.1,0.8,0.9,1.5,3.0,-6.0,1.9,1.6,50.0,50.0,0.0,90.0,60.0,3.0,73,78,82,77.67,76,76,77,76.33,London Stadium
2020-07-11,liverpool,burnley,1,1,23,6,9,2,7,4,12,6,1,2,0,0,1.22,6.5,12.0,D,3,3,14.6,5.4,7.5,10.1,1.1,0.0,1.9,1.1,2.7,0.5,8.0,22.0,2.2,3.0,70.0,100.0,2.0,80.0,100.0,2.0,10.4,4.4,3.4,10.1,1.9,0.0,1.0,0.8,0.7,1.5,2.0,-8.0,1.9,1.6,50.0,50.0,1.0,90.0,60.0,4.0,85,83,87,85.0,76,76,77,76.33,Anfield
2020-07-18,norwich,burnley,0,2,6,23,2,8,9,16,6,8,0,0,2,0,3.2,3.4,2.25,L,4,3,9.2,2.5,3.4,9.8,1.8,0.0,0.2,2.0,0.6,1.5,-18.0,-9.0,0.3,0.8,10.0,20.0,0.0,10.0,40.0,0.0,9.5,3.9,3.5,9.6,1.8,0.0,1.0,0.9,0.8,1.1,1.0,-3.0,1.7,1.7,40.0,50.0,0.0,90.0,70.0,6.0,72,74,75,73.67,76,76,77,76.33,Carrow Road
2020-09-20,leicester,burnley,4,2,14,16,6,5,11,13,15,4,1,2,0,0,1.61,4.0,5.5,W,7,3,14.8,4.4,5.8,11.9,1.1,0.2,1.2,1.3,1.6,1.2,-1.0,4.0,1.2,1.4,30.0,40.0,1.0,60.0,60.0,1.0,10.7,3.8,3.5,10.5,1.4,0.0,1.0,1.1,0.9,1.1,-1.0,-2.0,1.6,1.7,40.0,50.0,0.0,80.0,70.0,0.0,79,79,80,79.33,76,76,77,76.33,King Power Stadium
2020-10-03,newcastle,burnley,3,1,10,7,5,3,13,17,3,4,2,3,0,0,2.4,3.2,3.1,W,3,3,10.1,2.8,4.6,10.2,1.8,0.0,1.2,2.0,0.9,1.5,-8.0,-6.0,0.9,1.0,20.0,20.0,0.0,50.0,60.0,1.0,11.1,3.7,4.3,10.3,1.1,0.0,1.1,1.0,1.1,1.4,1.0,-3.0,1.5,1.7,40.0,50.0,0.0,70.0,70.0,0.0,76,77,78,77.0,76,76,77,76.33,St. James Park
2020-10-19,west-brom,burnley,0,0,13,9,6,4,15,17,8,2,2,2,0,0,2.45,3.3,2.9,D,10,10,9.0,2.7,3.1,11.8,1.7,0.1,1.1,1.8,1.4,2.0,-7.0,-6.0,1.2,0.9,30.0,20.0,0.0,60.0,50.0,0.0,10.9,3.5,4.6,10.7,1.3,0.0,1.1,1.3,1.2,1.4,-2.0,-2.0,1.2,1.7,30.0,50.0,0.0,60.0,70.0,0.0,73,73,72,72.67,76,76,77,76.33,The Hawthorns
2020-11-06,brighton,burnley,0,0,19,4,3,1,11,5,5,3,1,0,0,0,1.85,3.5,4.33,D,5,6,12.1,3.4,5.6,12.8,1.5,0.2,1.4,1.6,0.8,2.1,-2.0,-13.0,1.0,0.6,20.0,10.0,0.0,60.0,40.0,0.0,11.1,3.1,4.8,11.5,1.6,0.0,0.8,1.6,1.0,1.4,-8.0,-4.0,0.6,1.5,10.0,40.0,0.0,40.0,70.0,0.0,74,74,75,74.33,76,76,77,76.33,Falmer Stadium
2020-11-28,city,burnley,5,0,19,9,6,1,12,4,6,4,0,0,0,0,1.16,7.5,16.0,W,3,5,18.2,6.3,6.8,11.6,1.5,0.0,1.9,1.1,3.0,0.7,8.0,23.0,1.8,2.5,50.0,80.0,0.0,80.0,90.0,0.0,11.0,3.3,4.6,11.9,1.6,0.0,0.7,1.4,0.8,1.3,-7.0,-5.0,0.8,1.3,20.0,30.0,1.0,40.0,70.0,2.0,83,86,86,85.0,77,76,76,76.33,Etihad Stadium
2020-12-13,arsenal,burnley,0,1,18,10,6,2,5,11,13,4,2,1,1,0,1.53,4.2,6.25,L,3,8,9.3,2.8,5.3,10.0,1.4,0.1,0.7,1.4,1.6,1.2,-7.0,4.0,1.0,1.9,30.0,60.0,0.0,40.0,70.0,0.0,9.1,2.7,4.4,10.2,1.3,0.0,0.5,1.8,0.8,1.8,-13.0,-10.0,0.6,1.2,10.0,30.0,0.0,40.0,60.0,1.0,78,79,87,81.33,76,76,76,76.0,Emirates Stadium
