HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,B365H,B365D,B365A,Result
3,7,11.2,3.9,4.6,10.6,1.8,0.1,1.8,0.8,2.7,0.6,10.0,21.0,2.2,3.0,70.0,1.0,1.0,12.5,3.5,5.5,9.3,1.3,0.0,1.6,1.3,2.0,1.7,3.0,3.0,1.6,1.6,50.0,50.0,0.0,80,81,84,81.67,76,76,80,77.33,1.53,4.6,6.5,ND
7,7,11.5,4.8,4.7,9.8,1.4,0.2,1.7,2.3,1.5,1.9,-6.0,-4.0,0.9,1.2,20.0,0.3,1.0,10.5,4.1,4.7,10.3,1.9,0.0,1.5,2.0,1.1,2.5,-5.0,-14.0,1.5,0.7,50.0,20.0,0.0,73,75,74,74.0,74,77,78,76.33,2.15,3.5,3.6,ND
7,7,14.5,5.3,7.0,10.1,1.6,0.2,1.9,1.0,2.1,1.0,9.0,11.0,2.2,2.1,70.0,0.6,2.0,12.2,3.7,4.1,9.9,2.1,0.4,0.5,0.8,0.3,1.2,-3.0,-9.0,1.0,0.8,20.0,20.0,0.0,80,81,79,80.0,74,71,72,72.33,1.25,6.5,15.0,ND
10,10,8.2,2.6,3.9,9.8,2.0,0.1,0.8,1.0,0.8,1.1,-2.0,-3.0,1.5,1.5,40.0,0.5,0.0,14.0,3.9,3.6,12.6,2.4,0.1,0.9,1.9,0.9,2.0,-10.0,-11.0,0.3,0.3,10.0,10.0,0.0,72,74,70,72.0,72,73,72,72.33,1.8,3.5,4.5,ND
3,5,14.8,5.3,5.1,11.3,1.9,0.1,1.7,1.1,2.2,1.1,6.0,11.0,2.0,2.2,60.0,0.6,0.0,9.3,2.8,4.0,8.6,1.1,0.0,1.1,1.6,0.8,1.4,-5.0,-6.0,1.1,1.0,30.0,30.0,0.0,80,83,83,82.0,77,78,80,78.33,1.4,5.25,8.5,ND
5,5,16.0,5.9,5.4,9.4,1.4,0.0,1.7,1.6,2.3,0.7,1.0,16.0,1.4,2.2,30.0,0.6,1.0,16.8,6.3,7.0,6.6,0.4,0.0,2.9,0.6,1.7,0.6,23.0,11.0,3.0,2.4,100.0,70.0,14.0,82,83,85,83.33,82,82,86,83.33,3.5,3.75,2.0,ND
5,5,11.3,3.0,5.0,12.7,1.9,0.0,0.9,1.3,1.0,1.6,-4.0,-6.0,1.5,0.9,50.0,0.3,0.0,14.5,5.1,6.0,10.4,1.8,0.1,2.0,1.7,2.2,1.9,3.0,3.0,1.4,1.1,40.0,30.0,1.0,77,77,81,78.33,82,82,85,83.0,4.5,3.9,1.83,ND
2,2,10.4,4.3,2.9,8.6,1.4,0.1,1.4,1.4,1.2,1.0,0.0,2.0,1.7,1.6,50.0,0.4,0.0,13.3,4.3,5.7,12.2,1.6,0.0,1.3,1.6,1.1,2.0,-3.0,-9.0,1.2,0.6,30.0,10.0,1.0,77,77,78,77.33,79,78,78,78.33,3.6,3.4,2.05,ND
7,6,14.6,5.1,5.5,11.4,1.8,0.1,2.2,1.4,1.8,0.9,8.0,9.0,2.0,2.2,50.0,0.6,2.0,11.5,3.4,4.5,12.1,2.1,0.0,1.3,1.6,1.1,1.9,-3.0,-8.0,1.6,0.9,50.0,20.0,1.0,74,77,76,75.67,76,76,77,76.33,1.44,4.75,8.0,ND
5,7,17.9,6.4,6.4,11.2,1.8,0.0,2.0,1.2,2.6,0.7,8.0,19.0,1.9,2.2,50.0,0.6,0.0,11.6,3.6,5.1,12.7,2.4,0.0,1.1,1.0,0.8,1.1,1.0,-3.0,1.2,0.9,20.0,10.0,0.0,81,80,82,81.0,75,76,78,76.33,1.29,6.0,13.0,ND
3,3,10.7,3.4,4.2,9.1,1.1,0.0,1.2,2.5,1.2,1.9,-13.0,-7.0,0.8,1.2,20.0,0.3,0.0,8.7,1.7,4.0,10.8,1.4,0.0,0.5,1.1,0.6,0.8,-6.0,-2.0,0.5,0.9,10.0,20.0,0.0,77,76,78,77.0,75,76,75,75.33,1.95,3.39,4.5,ND
4,5,15.6,4.8,6.6,10.5,1.2,0.0,1.6,1.1,2.1,1.0,5.0,11.0,1.4,1.9,40.0,0.6,0.0,11.4,3.7,4.4,11.6,1.2,0.0,1.3,1.9,1.2,2.0,-6.0,-8.0,1.4,1.1,40.0,30.0,0.0,81,82,80,81.0,76,78,75,76.33,1.3,6.0,11.0,ND
4,3,15.1,3.6,8.0,10.9,1.7,0.0,0.9,1.3,1.5,1.0,-4.0,5.0,0.9,1.7,20.0,0.5,0.0,7.6,2.8,3.6,10.1,2.0,0.0,1.2,1.5,1.7,1.3,-3.0,4.0,1.4,2.0,40.0,60.0,0.0,86,83,87,85.33,79,79,81,79.67,1.44,4.5,7.0,ND
7,7,10.7,3.9,5.1,11.7,2.0,0.0,1.3,2.0,1.5,1.2,-7.0,3.0,0.9,1.8,20.0,0.5,0.0,10.7,2.7,5.9,9.5,1.7,0.4,0.3,1.6,0.2,1.6,-13.0,-14.0,0.3,0.5,0.0,10.0,0.0,76,75,78,76.33,74,71,72,72.33,1.95,3.5,4.5,ND
4,6,12.0,4.8,5.1,13.2,2.1,0.0,1.2,1.1,1.7,0.9,1.0,8.0,1.4,2.1,40.0,0.6,3.0,14.4,5.5,4.7,10.3,1.7,0.0,2.0,1.2,1.9,0.9,8.0,10.0,2.2,2.1,70.0,60.0,5.0,75,77,78,76.67,82,83,85,83.33,5.5,4.2,1.64,ND
10,10,12.2,5.2,4.3,9.8,1.6,0.0,2.1,1.4,2.2,1.2,7.0,10.0,1.5,1.9,50.0,0.6,2.0,13.9,4.5,5.1,11.3,2.0,0.0,1.3,0.7,0.8,1.4,6.0,-6.0,2.0,1.1,60.0,30.0,0.0,79,79,83,80.33,77,76,77,76.67,1.5,4.33,6.5,ND
10,10,10.4,3.1,5.4,10.0,2.0,0.0,0.8,1.9,1.1,1.8,-11.0,-7.0,1.0,1.6,30.0,0.5,1.0,15.5,5.0,6.4,9.0,1.1,0.0,1.2,1.7,0.9,2.2,-5.0,-13.0,1.4,1.2,40.0,40.0,0.0,72,74,73,73.0,82,83,85,83.33,9.0,4.5,1.44,ND
3,4,11.4,3.6,5.5,10.2,0.7,0.3,1.1,0.9,1.2,0.8,2.0,4.0,1.2,1.4,30.0,0.3,0.0,17.4,6.0,6.1,10.0,1.2,0.1,2.4,1.3,2.8,0.6,11.0,22.0,2.1,3.0,70.0,100.0,1.0,76,76,75,75.67,83,86,84,84.33,7.0,4.5,1.45,ND
4,10,10.5,3.5,5.0,12.3,0.8,0.1,1.5,1.7,1.3,1.0,-2.0,3.0,1.6,1.9,50.0,0.6,2.0,12.4,4.5,4.3,11.9,1.1,0.1,0.9,1.8,0.7,2.7,-9.0,-20.0,0.8,0.6,20.0,20.0,0.0,76,77,74,75.67,75,77,77,76.33,2.0,3.5,4.2,ND
3,4,8.7,2.8,6.3,11.0,1.1,0.1,0.9,1.1,1.4,1.0,-2.0,4.0,1.5,1.8,40.0,0.5,0.0,12.2,3.1,4.4,10.3,1.6,0.0,1.1,0.6,1.6,1.1,5.0,5.0,1.8,2.0,50.0,60.0,0.0,75,77,73,75.0,78,79,79,78.67,3.8,3.2,2.1,ND
8,7,11.5,4.0,6.1,12.0,2.3,0.0,1.2,1.9,1.3,1.4,-7.0,-1.0,0.8,1.1,10.0,0.2,1.0,16.7,6.2,5.7,10.3,1.2,0.0,2.5,1.1,2.6,1.2,14.0,14.0,2.1,2.0,60.0,60.0,0.0,77,77,78,77.33,79,81,84,81.33,4.2,3.79,1.8,ND
8,7,19.6,7.7,7.4,10.9,1.4,0.0,1.9,0.7,2.0,0.8,12.0,12.0,2.3,2.0,70.0,0.6,0.0,10.2,3.4,5.5,12.8,1.8,0.1,1.2,0.7,1.1,1.3,5.0,-2.0,1.9,1.2,60.0,30.0,2.0,79,78,81,79.33,80,80,76,78.67,1.91,3.5,4.0,ND
10,10,11.8,3.7,5.6,10.5,2.4,0.1,1.2,1.7,1.5,1.6,-5.0,-1.0,1.0,1.2,30.0,0.3,0.0,11.6,3.8,5.0,10.1,2.6,0.1,1.0,1.1,0.8,1.1,-1.0,-3.0,1.4,1.0,30.0,20.0,0.0,77,75,80,77.33,76,74,77,75.67,2.45,3.3,2.9,ND
7,10,12.6,4.3,5.5,11.2,1.6,0.0,1.9,0.7,2.8,0.6,12.0,22.0,2.3,2.7,70.0,0.9,0.0,10.4,3.9,5.7,10.6,1.3,0.0,1.2,2.3,1.1,2.4,-11.0,-13.0,1.2,0.7,40.0,20.0,1.0,81,84,84,83.0,74,77,79,76.67,1.25,6.5,15.0,ND
7,7,15.4,5.6,6.0,12.0,0.9,0.1,1.5,0.7,1.4,1.2,8.0,2.0,1.8,1.6,50.0,0.5,0.0,12.7,4.4,4.5,10.6,2.0,0.2,1.1,2.1,1.5,2.1,-10.0,-6.0,0.7,1.1,20.0,30.0,0.0,79,80,77,78.67,77,78,78,77.67,1.72,3.8,4.75,ND
4,3,9.6,2.7,5.0,10.8,2.1,0.0,1.1,2.2,1.3,1.6,-11.0,-3.0,0.5,1.2,10.0,0.3,0.0,14.4,5.2,5.8,11.3,1.1,0.2,1.4,1.1,1.9,1.3,3.0,6.0,1.5,2.0,40.0,60.0,0.0,76,76,78,76.67,76,76,76,76.0,2.4,3.6,2.8,ND
10,10,18.2,6.8,7.6,9.3,1.9,0.0,2.0,0.9,3.2,0.7,11.0,25.0,2.0,2.7,60.0,0.9,0.0,15.8,5.2,8.2,11.9,2.1,0.1,1.1,1.4,0.8,1.3,-3.0,-5.0,1.1,1.1,20.0,20.0,0.0,81,83,78,80.67,79,77,81,79.0,1.7,4.0,5.5,ND
4,3,9.1,3.1,4.5,9.2,1.0,0.0,1.3,1.2,1.5,1.6,1.0,-1.0,1.4,1.4,30.0,0.4,1.0,9.2,3.3,4.5,8.6,1.9,0.0,0.9,0.7,1.3,1.3,2.0,0.0,1.8,1.7,50.0,50.0,1.0,76,80,78,78.0,76,75,74,75.0,1.83,3.6,5.0,ND
4,5,18.2,6.3,6.5,10.0,1.1,0.0,2.7,1.1,2.8,0.8,16.0,20.0,2.3,2.4,70.0,0.7,3.0,16.7,5.4,8.0,11.8,2.0,0.2,2.0,1.2,2.3,1.2,8.0,11.0,2.0,2.2,60.0,70.0,3.0,81,80,83,81.33,82,83,85,83.33,2.35,3.6,3.1,ND
6,7,13.2,7.7,6.5,12.5,2.2,0.0,1.4,1.1,2.3,0.6,3.0,17.0,1.7,2.3,50.0,0.7,0.0,12.1,6.9,4.4,11.0,2.0,0.0,1.3,1.1,0.5,1.7,2.0,-12.0,1.5,0.6,40.0,10.0,1.0,81,83,85,83.0,71,73,75,73.0,1.29,6.0,12.0,ND
4,6,8.1,2.6,3.7,11.1,1.2,0.0,0.4,1.3,0.7,1.1,-9.0,-4.0,1.0,1.0,20.0,0.2,0.0,12.7,4.6,4.8,13.4,1.6,0.0,1.0,1.0,0.7,1.4,0.0,-7.0,1.7,1.3,50.0,40.0,1.0,76,76,76,76.0,78,81,79,79.33,3.5,3.25,2.2,ND
3,6,13.5,4.7,6.9,9.1,2.6,0.1,1.5,1.9,2.2,0.9,-4.0,13.0,1.2,2.3,30.0,0.7,0.0,9.3,3.3,3.1,10.0,1.6,0.2,0.8,1.8,0.4,2.1,-10.0,-17.0,0.5,0.1,10.0,0.0,0.0,80,83,82,81.67,70,73,73,72.0,1.4,4.75,8.0,ND
3,3,16.7,5.1,7.1,11.5,1.7,0.1,1.1,1.9,0.9,1.3,-8.0,-4.0,1.5,1.5,40.0,0.4,0.0,10.6,3.1,3.6,13.2,2.5,0.2,1.4,1.9,0.9,2.1,-5.0,-12.0,1.3,0.6,30.0,10.0,0.0,79,78,82,79.67,75,74,74,74.33,1.44,4.33,8.0,ND
7,6,9.1,4.7,3.4,10.6,1.4,0.0,1.0,1.7,1.0,2.0,-7.0,-10.0,0.7,0.7,20.0,0.2,0.0,10.3,3.8,5.0,11.8,2.2,0.1,0.8,1.0,0.7,1.1,-2.0,-4.0,1.2,0.8,30.0,20.0,0.0,75,75,78,76.0,75,74,74,74.33,2.4,3.3,3.3,ND
6,7,15.6,8.8,6.8,9.9,1.5,0.0,1.9,1.3,2.3,1.0,6.0,13.0,1.7,1.6,50.0,0.4,0.0,12.2,6.5,5.7,11.1,1.4,0.1,1.4,1.5,1.5,1.8,-1.0,-3.0,1.3,1.2,40.0,40.0,2.0,81,81,81,81.0,71,75,74,73.33,1.4,5.0,9.0,ND
9,8,12.3,3.4,5.0,13.2,1.5,0.3,1.4,1.6,0.8,2.0,-2.0,-12.0,1.0,0.7,20.0,0.1,0.0,10.7,5.1,3.7,13.0,1.3,0.0,1.9,1.6,2.0,1.2,3.0,8.0,1.7,1.9,50.0,50.0,0.0,74,76,75,75.0,76,77,78,77.0,2.45,3.4,2.9,ND
7,6,10.7,3.7,4.2,12.5,2.5,0.0,1.5,1.4,1.1,1.5,1.0,-4.0,1.3,0.9,30.0,0.2,0.0,12.0,4.0,4.4,14.6,2.1,0.1,1.4,1.5,1.1,2.0,-1.0,-9.0,1.7,1.1,50.0,30.0,0.0,75,76,78,76.33,77,78,77,77.33,2.2,3.3,3.75,ND
10,10,18.1,6.6,7.4,12.5,1.9,0.2,2.2,1.2,2.5,1.0,10.0,15.0,1.9,2.2,60.0,0.7,0.0,10.4,4.1,5.7,10.5,1.7,0.0,1.3,1.8,0.6,1.6,-5.0,-10.0,0.8,0.8,20.0,20.0,0.0,83,87,87,85.67,76,78,82,78.67,1.12,9.5,17.0,ND
7,7,9.4,2.9,3.6,9.9,2.1,0.2,0.8,1.4,0.9,1.3,-6.0,-4.0,1.2,1.5,30.0,0.5,0.0,12.2,3.7,5.7,10.8,1.2,0.1,1.0,1.6,1.3,2.2,-6.0,-9.0,0.8,0.5,20.0,10.0,1.0,72,74,70,72.0,67,68,70,68.33,2.3,3.4,3.4,ND
10,3,15.6,4.3,4.8,13.8,2.7,0.1,1.0,1.5,1.5,1.3,-5.0,2.0,0.8,1.5,20.0,0.4,0.0,13.6,5.3,5.8,9.9,2.0,0.1,2.1,0.8,1.5,1.3,13.0,2.0,2.4,1.6,80.0,50.0,3.0,72,73,72,72.33,80,81,79,80.0,7.0,4.33,1.53,ND
6,7,11.6,6.5,5.2,10.8,1.5,0.0,1.6,1.6,1.2,0.9,0.0,3.0,1.2,1.4,20.0,0.3,0.0,10.4,5.4,4.0,9.8,1.4,0.0,0.4,1.3,0.8,1.6,-9.0,-8.0,0.7,0.6,10.0,10.0,0.0,72,70,73,71.67,74,74,79,75.67,1.85,3.8,4.5,ND
7,7,12.5,4.0,5.4,10.6,1.3,0.0,0.8,1.8,1.4,1.0,-10.0,4.0,0.6,1.7,10.0,0.5,0.0,9.7,3.3,5.1,8.9,0.9,0.0,1.3,1.1,1.1,1.4,2.0,-3.0,1.6,1.0,40.0,20.0,2.0,75,74,74,74.33,76,80,78,78.0,2.62,3.29,2.89,ND
7,4,13.2,3.7,5.9,9.2,1.2,0.0,0.9,0.9,1.1,1.1,0.0,0.0,1.4,1.4,40.0,0.4,0.0,14.1,5.0,5.3,10.4,1.4,0.0,1.8,0.9,1.6,1.1,9.0,5.0,1.9,1.5,50.0,30.0,2.0,73,73,73,73.0,80,79,82,80.33,6.0,4.2,1.6,ND
5,5,13.0,4.1,6.1,10.8,1.9,0.0,1.1,2.1,1.2,1.4,-10.0,-2.0,0.7,1.2,20.0,0.3,0.0,11.9,3.9,5.2,9.3,2.1,0.0,0.9,1.6,0.5,1.8,-7.0,-13.0,0.6,0.5,10.0,10.0,0.0,74,75,76,75.0,72,73,76,73.67,2.1,3.75,3.3,ND
4,5,13.5,3.8,4.7,13.1,1.3,0.2,1.1,1.0,1.7,1.1,1.0,6.0,1.0,1.5,20.0,0.4,0.0,8.9,3.1,6.3,9.5,0.8,0.1,1.2,1.0,0.6,1.3,2.0,-7.0,1.8,1.2,50.0,30.0,2.0,79,79,80,79.33,75,77,73,75.0,2.05,3.25,3.9,ND
6,7,8.9,2.8,4.0,13.6,2.1,0.0,0.7,1.2,1.2,0.7,-5.0,5.0,1.3,1.8,30.0,0.4,1.0,9.5,2.6,5.9,11.1,2.0,0.0,1.1,2.1,0.6,2.2,-10.0,-16.0,0.5,0.3,10.0,10.0,0.0,79,78,80,79.0,76,76,78,76.67,2.25,3.7,3.0,ND
10,7,10.0,4.8,5.7,10.0,1.3,0.1,0.8,1.9,0.9,1.2,-11.0,-3.0,0.5,1.3,10.0,0.3,1.0,15.0,8.8,5.9,11.8,1.9,0.0,1.4,0.7,1.1,1.3,7.0,-2.0,2.2,1.4,70.0,40.0,1.0,70,70,73,71.0,81,83,85,83.0,6.0,4.33,1.6,ND
10,10,10.7,4.1,3.9,12.0,2.3,0.0,1.2,1.5,0.8,1.5,-3.0,-7.0,1.1,1.2,20.0,0.3,0.0,13.8,4.7,5.2,12.0,2.8,0.1,1.1,1.1,1.1,1.5,0.0,-4.0,1.3,1.2,30.0,30.0,0.0,72,73,76,73.67,77,77,78,77.33,4.33,3.6,1.95,ND
8,8,13.7,3.8,5.3,14.9,2.0,0.1,1.1,1.0,1.7,1.0,1.0,7.0,1.2,2.0,30.0,0.6,0.0,16.2,5.1,5.2,10.6,1.4,0.2,1.1,1.2,0.9,0.6,-1.0,3.0,1.4,1.8,40.0,50.0,0.0,73,73,76,74.0,78,79,76,77.67,3.5,3.6,2.15,ND
10,10,9.8,3.1,3.0,10.6,1.5,0.0,1.4,1.3,2.1,1.2,1.0,9.0,1.7,2.2,50.0,0.7,0.0,10.5,4.5,5.0,8.7,0.9,0.1,1.4,2.4,1.3,2.6,-10.0,-13.0,0.8,0.7,20.0,20.0,0.0,75,76,81,77.33,73,75,74,74.0,2.1,3.4,4.0,ND
8,9,11.7,3.8,5.2,12.1,1.9,0.1,1.3,1.5,1.5,0.7,-2.0,8.0,1.2,1.9,30.0,0.5,1.0,15.5,4.8,7.7,12.0,1.9,0.3,1.7,1.3,2.2,1.2,4.0,10.0,1.9,2.1,60.0,70.0,1.0,82,79,84,81.67,82,84,86,84.0,4.5,4.0,1.8,ND
4,4,11.6,4.0,5.1,9.9,1.3,0.1,1.4,1.3,1.6,1.6,1.0,0.0,1.4,1.8,40.0,0.6,2.0,15.6,5.1,4.2,9.0,2.1,0.0,1.7,1.0,1.7,1.0,7.0,7.0,1.7,1.9,50.0,60.0,0.0,76,78,78,77.33,83,84,84,83.67,5.25,3.8,1.75,ND
7,7,9.9,4.0,4.4,11.4,2.0,0.1,1.5,1.2,1.1,1.0,3.0,1.0,1.7,1.7,50.0,0.5,0.0,11.6,3.2,5.4,10.2,1.7,0.1,0.8,1.4,0.9,1.3,-6.0,-4.0,0.9,1.0,30.0,30.0,0.0,67,68,70,68.33,72,74,75,73.67,2.5,3.3,3.1,ND
3,3,10.7,4.9,4.4,10.7,1.9,0.2,1.5,1.5,1.8,1.6,0.0,2.0,1.4,1.5,40.0,0.4,2.0,10.9,3.2,5.8,10.0,1.5,0.3,0.5,1.2,1.0,0.9,-7.0,1.0,0.8,1.3,20.0,40.0,0.0,79,79,80,79.33,78,79,87,81.33,2.45,3.5,2.8,ND
4,3,14.3,5.7,5.6,11.1,1.8,0.0,1.5,0.6,2.1,0.7,9.0,14.0,1.8,2.1,50.0,0.6,2.0,9.8,2.9,4.7,10.1,2.0,0.2,1.0,1.9,0.5,1.9,-9.0,-14.0,0.7,0.3,20.0,10.0,0.0,81,81,83,81.67,76,76,78,76.67,1.16,7.5,17.0,ND
6,10,12.0,3.8,4.5,11.6,1.3,0.0,0.9,1.5,1.2,0.7,-6.0,5.0,1.4,1.8,40.0,0.5,0.0,14.8,5.6,7.3,11.5,1.8,0.0,2.1,1.4,1.1,1.3,7.0,-2.0,1.6,1.2,50.0,30.0,0.0,78,81,79,79.33,75,77,76,76.0,2.25,3.25,3.25,ND
10,10,12.4,4.2,4.8,9.4,2.0,0.1,1.3,1.2,1.3,1.3,1.0,0.0,1.2,1.2,30.0,0.3,0.0,19.7,7.2,7.3,8.8,1.2,0.0,2.8,0.4,2.2,0.4,24.0,18.0,2.6,2.6,80.0,80.0,4.0,77,77,79,77.67,83,87,86,85.33,13.0,6.5,1.25,ND
7,5,11.5,3.6,6.2,11.0,1.9,0.2,0.8,1.6,0.9,1.2,-8.0,-3.0,0.7,1.0,20.0,0.2,2.0,12.6,3.6,4.1,8.9,0.7,0.1,0.9,1.5,0.9,1.5,-6.0,-6.0,1.2,1.1,30.0,30.0,0.0,74,71,72,72.33,75,74,79,76.0,2.5,3.25,2.8,ND
4,5,12.3,3.6,5.7,11.6,2.0,0.0,1.1,1.9,1.3,1.4,-8.0,-1.0,1.0,1.4,30.0,0.4,1.0,17.2,6.2,7.4,9.9,1.7,0.1,2.2,1.4,2.7,1.4,8.0,13.0,1.9,1.9,60.0,60.0,2.0,74,75,76,75.0,84,87,87,86.0,13.0,8.5,1.16,ND
7,7,8.4,5.5,4.2,12.0,3.0,0.1,0.7,1.3,1.2,1.1,-6.0,1.0,0.9,1.4,10.0,0.3,0.0,7.2,3.3,4.6,9.3,1.1,0.1,0.8,2.0,0.6,2.0,-12.0,-14.0,0.5,0.3,10.0,10.0,0.0,73,72,72,72.33,70,70,73,71.0,1.75,3.8,5.25,ND
4,3,9.9,2.8,4.5,10.0,1.9,0.0,0.7,1.9,1.1,2.0,-12.0,-9.0,0.8,1.3,20.0,0.4,0.0,12.5,4.7,4.6,8.4,1.3,0.0,1.4,2.1,1.0,2.4,-7.0,-14.0,1.3,0.6,40.0,20.0,2.0,73,74,72,73.0,76,76,78,76.67,3.25,3.5,2.3,ND
7,6,11.5,4.0,5.9,13.3,1.9,0.1,1.0,0.9,1.0,0.6,1.0,4.0,1.5,1.5,40.0,0.4,0.0,11.9,4.5,4.0,10.1,1.4,0.1,2.3,1.1,1.3,1.4,12.0,-1.0,2.0,1.2,60.0,30.0,2.0,75,76,77,76.0,81,82,89,84.0,3.4,3.8,2.0,ND
5,8,12.8,4.0,3.4,13.2,2.6,0.1,1.5,1.9,1.2,1.4,-4.0,-2.0,0.7,1.1,20.0,0.3,0.0,14.1,5.8,6.2,9.8,1.8,0.1,1.9,0.7,2.0,1.2,12.0,8.0,2.4,2.0,70.0,60.0,2.0,72,73,72,72.33,81,82,81,81.33,9.0,5.0,1.4,ND
8,4,15.9,5.1,5.0,11.5,2.0,0.2,1.6,1.8,2.0,1.1,-2.0,9.0,1.6,2.2,50.0,0.7,0.0,10.1,3.5,4.7,12.6,2.3,0.0,1.2,2.1,0.7,2.0,-9.0,-13.0,1.0,0.5,30.0,10.0,0.0,79,78,82,79.67,71,72,74,72.33,1.5,4.5,7.5,ND
7,7,11.5,3.6,5.7,7.9,1.4,0.0,1.3,1.5,1.8,1.5,-2.0,3.0,1.3,1.8,40.0,0.5,1.0,11.9,3.8,5.9,11.9,1.6,0.0,1.6,1.7,1.1,1.3,-1.0,-2.0,1.4,1.2,40.0,30.0,0.0,77,78,80,78.33,74,77,76,75.67,2.3,3.75,3.1,ND
3,8,13.2,3.9,5.8,8.8,1.3,0.0,1.8,1.8,2.2,1.8,0.0,4.0,1.4,1.9,40.0,0.6,1.0,9.9,4.1,4.9,12.8,1.7,0.1,1.5,1.7,1.4,1.3,-2.0,1.0,1.3,1.3,30.0,30.0,0.0,78,78,78,78.0,71,72,71,71.33,1.4,5.0,9.0,ND
3,6,15.6,6.0,7.4,8.0,0.6,0.0,2.6,0.2,2.2,0.2,24.0,20.0,3.0,2.6,100.0,0.8,13.0,11.8,5.1,4.5,10.9,1.2,0.1,1.6,0.8,1.4,1.2,8.0,2.0,2.3,1.8,70.0,50.0,2.0,83,86,86,85.0,77,78,79,78.0,1.22,6.5,12.0,ND
3,4,10.6,4.1,5.7,8.4,0.7,0.0,1.8,1.1,1.3,1.6,7.0,-3.0,2.1,1.4,60.0,0.4,4.0,13.8,4.7,6.6,11.0,1.8,0.0,1.2,1.1,0.0,2.0,1.0,-20.0,1.4,0.2,30.0,0.0,1.0,76,80,78,78.0,75,76,80,77.0,1.89,3.6,4.5,ND
9,3,11.1,4.2,4.3,10.7,1.5,0.0,0.8,1.0,1.2,1.4,-2.0,-2.0,1.2,1.1,30.0,0.3,0.0,10.1,3.8,3.0,11.3,1.6,0.1,1.4,1.3,0.9,1.3,1.0,-4.0,1.2,0.9,40.0,20.0,0.0,77,78,75,76.67,81,82,89,84.0,2.9,3.3,2.45,ND
4,3,9.7,2.7,4.0,11.1,1.3,0.0,0.8,1.1,0.8,0.9,-3.0,-1.0,1.0,1.1,20.0,0.2,0.0,12.6,4.6,6.4,10.5,2.1,0.0,1.4,0.9,1.6,0.7,5.0,9.0,1.7,2.0,40.0,60.0,2.0,77,75,77,76.33,83,85,82,83.33,6.5,4.33,1.5,ND
5,7,12.5,3.8,5.0,9.1,1.0,0.0,1.7,1.4,1.4,1.0,3.0,4.0,1.5,1.6,40.0,0.4,0.0,9.9,3.4,3.6,9.1,1.3,0.0,0.9,1.2,1.4,0.8,-3.0,6.0,1.2,2.1,30.0,60.0,0.0,79,79,82,80.0,79,79,81,79.67,2.0,3.5,3.75,ND
10,10,12.7,4.0,4.8,9.6,1.2,0.0,0.7,1.1,0.8,1.5,-4.0,-7.0,1.3,0.8,30.0,0.2,0.0,13.3,5.2,5.4,11.0,0.9,0.1,1.2,1.9,0.7,3.1,-7.0,-24.0,1.0,0.3,30.0,10.0,0.0,80,79,81,80.0,76,77,77,76.67,1.9,3.5,4.0,ND
3,6,10.8,2.8,4.9,11.6,1.5,0.0,1.4,0.9,0.9,1.3,5.0,-4.0,1.9,1.0,60.0,0.3,0.0,9.8,2.8,3.1,12.2,1.9,0.1,0.7,1.4,0.9,1.7,-7.0,-8.0,0.7,0.3,10.0,0.0,0.0,76,77,80,77.67,76,74,74,74.67,1.75,3.5,4.75,ND
4,3,12.7,5.2,5.9,11.4,1.3,0.0,1.6,1.3,1.2,1.3,3.0,-1.0,1.5,1.1,50.0,0.3,0.0,8.7,3.1,4.1,10.7,1.5,0.2,0.6,2.1,1.4,2.3,-15.0,-9.0,0.6,1.3,10.0,30.0,0.0,74,76,76,75.33,76,78,77,77.0,2.25,3.5,3.1,ND
3,3,9.7,2.9,4.6,10.4,1.9,0.3,1.3,1.4,1.3,1.8,-1.0,-5.0,1.2,0.9,30.0,0.2,2.0,14.5,3.7,7.2,10.8,1.9,0.2,0.5,0.9,0.8,2.3,-4.0,-15.0,0.8,0.8,10.0,20.0,0.0,72,74,75,73.67,73,73,72,72.67,2.05,3.5,4.0,ND
7,8,10.6,4.1,4.8,11.8,2.2,0.1,1.0,0.9,0.9,1.2,1.0,-3.0,1.5,1.2,40.0,0.3,0.0,10.8,4.0,5.6,11.9,1.5,0.0,1.3,1.2,0.5,2.0,1.0,-15.0,1.3,0.5,40.0,10.0,0.0,75,74,74,74.33,73,73,72,72.67,1.95,3.4,4.5,ND
3,7,15.6,6.3,5.8,9.6,1.2,0.0,2.1,0.8,2.8,0.7,13.0,21.0,2.8,3.0,90.0,1.0,4.0,12.3,3.3,3.4,11.4,1.8,0.1,1.1,1.6,0.6,1.6,-5.0,-10.0,1.1,0.6,30.0,10.0,0.0,84,83,86,84.33,75,77,73,75.0,1.18,7.0,15.0,ND
