Date,Comp,Day,Venue,Result,GF,GA,Opponent,Poss,team,Match Number
2014-03-13,Europa Lg,Thu,Home,L,1,3,pt Benfica,,tottenham,
2014-03-16,Premier League,Sun,Home,L,0,1,Arsenal,,tottenham,30.0
2014-03-20,Europa Lg,Thu,Away,D,2,2,pt Benfica,,tottenham,
2014-03-23,Premier League,Sun,Home,W,3,2,Southampton,,tottenham,31.0
2014-03-30,Premier League,Sun,Away,L,0,4,Liverpool,,tottenham,32.0
2014-04-07,Premier League,Mon,Home,W,5,1,Sunderland,,tottenham,33.0
2014-04-12,Premier League,Sat,Away,D,3,3,West Brom,,tottenham,34.0
2014-04-19,Premier League,Sat,Home,W,3,1,Fulham,,tottenham,35.0
2014-04-26,Premier League,Sat,Away,W,1,0,Stoke City,,tottenham,36.0
2014-05-03,Premier League,Sat,Away,L,0,2,West Ham,,tottenham,37.0
2014-05-11,Premier League,Sun,Home,W,3,0,Aston Villa,,tottenham,38.0
2013-08-17,Premier League,Sat,Away,W,4,1,Swansea City,,united,1.0
2013-08-26,Premier League,Mon,Home,D,0,0,Chelsea,,united,2.0
2013-09-01,Premier League,Sun,Away,L,0,1,Liverpool,,united,3.0
2013-09-14,Premier League,Sat,Home,W,2,0,Crystal Palace,,united,4.0
2013-09-17,Champions Lg,Tue,Home,W,4,2,de Leverkusen,,united,
2013-09-22,Premier League,Sun,Away,L,1,4,Manchester City,,united,5.0
2013-09-28,Premier League,Sat,Home,L,1,2,West Brom,,united,6.0
2013-10-02,Champions Lg,Wed,Away,D,1,1,ua Shakhtar,,united,
2013-10-05,Premier League,Sat,Away,W,2,1,Sunderland,,united,7.0
2013-10-19,Premier League,Sat,Home,D,1,1,Southampton,,united,8.0
2013-10-23,Champions Lg,Wed,Home,W,1,0,es Real Sociedad,,united,
2013-10-26,Premier League,Sat,Home,W,3,2,Stoke City,,united,9.0
2013-11-02,Premier League,Sat,Away,W,3,1,Fulham,,united,10.0
2013-11-05,Champions Lg,Tue,Away,D,0,0,es Real Sociedad,,united,
2013-11-10,Premier League,Sun,Home,W,1,0,Arsenal,,united,11.0
2013-11-24,Premier League,Sun,Away,D,2,2,Cardiff City,,united,12.0
2013-11-27,Champions Lg,Wed,Away,W,5,0,de Leverkusen,,united,
2013-12-01,Premier League,Sun,Away,D,2,2,Tottenham,,united,13.0
2013-12-04,Premier League,Wed,Home,L,0,1,Everton,,united,14.0
2013-12-07,Premier League,Sat,Home,L,0,1,Newcastle Utd,,united,15.0
2013-12-10,Champions Lg,Tue,Home,W,1,0,ua Shakhtar,,united,
2013-12-15,Premier League,Sun,Away,W,3,0,Aston Villa,,united,16.0
2013-12-21,Premier League,Sat,Home,W,3,1,West Ham,,united,17.0
2013-12-26,Premier League,Thu,Away,W,3,2,Hull City,,united,18.0
2013-12-28,Premier League,Sat,Away,W,1,0,Norwich City,,united,19.0
2014-01-01,Premier League,Wed,Home,L,1,2,Tottenham,,united,20.0
2014-01-11,Premier League,Sat,Home,W,2,0,Swansea City,,united,21.0
2014-01-19,Premier League,Sun,Away,L,1,3,Chelsea,,united,22.0
2014-01-28,Premier League,Tue,Home,W,2,0,Cardiff City,,united,23.0
2014-02-01,Premier League,Sat,Away,L,1,2,Stoke City,,united,24.0
2014-02-09,Premier League,Sun,Home,D,2,2,Fulham,,united,25.0
2014-02-12,Premier League,Wed,Away,D,0,0,Arsenal,,united,26.0
2014-02-22,Premier League,Sat,Away,W,2,0,Crystal Palace,,united,27.0
2014-02-25,Champions Lg,Tue,Away,L,0,2,gr Olympiacos,,united,
2014-03-08,Premier League,Sat,Away,W,3,0,West Brom,,united,28.0
2014-03-16,Premier League,Sun,Home,L,0,3,Liverpool,,united,29.0
2014-03-19,Champions Lg,Wed,Home,W,3,0,gr Olympiacos,,united,
2014-03-22,Premier League,Sat,Away,W,2,0,West Ham,,united,30.0
2014-03-25,Premier League,Tue,Home,L,0,3,Manchester City,,united,31.0
2014-03-29,Premier League,Sat,Home,W,4,1,Aston Villa,,united,32.0
2014-04-01,Champions Lg,Tue,Home,D,1,1,de Bayern Munich,,united,
2014-04-05,Premier League,Sat,Away,W,4,0,Newcastle Utd,,united,33.0
2014-04-09,Champions Lg,Wed,Away,L,1,3,de Bayern Munich,,united,
2014-04-20,Premier League,Sun,Away,L,0,2,Everton,,united,34.0
2014-04-26,Premier League,Sat,Home,W,4,0,Norwich City,,united,35.0
2014-05-03,Premier League,Sat,Home,L,0,1,Sunderland,,united,36.0
2014-05-06,Premier League,Tue,Home,W,3,1,Hull City,,united,37.0
2014-05-11,Premier League,Sun,Away,D,1,1,Southampton,,united,38.0
2013-08-17,Premier League,Sat,Home,L,0,1,Southampton,,west-brom,1.0
2013-08-24,Premier League,Sat,Away,D,0,0,Everton,,west-brom,2.0
2013-09-01,Premier League,Sun,Home,L,0,2,Swansea City,,west-brom,3.0
2013-09-14,Premier League,Sat,Away,D,1,1,Fulham,,west-brom,4.0
2013-09-21,Premier League,Sat,Home,W,3,0,Sunderland,,west-brom,5.0
2013-09-28,Premier League,Sat,Away,W,2,1,Manchester Utd,,west-brom,6.0
2013-10-06,Premier League,Sun,Home,D,1,1,Arsenal,,west-brom,7.0
2013-10-19,Premier League,Sat,Away,D,0,0,Stoke City,,west-brom,8.0
2013-10-26,Premier League,Sat,Away,L,1,4,Liverpool,,west-brom,9.0
2013-11-02,Premier League,Sat,Home,W,2,0,Crystal Palace,,west-brom,10.0
2013-11-09,Premier League,Sat,Away,D,2,2,Chelsea,,west-brom,11.0
2013-11-25,Premier League,Mon,Home,D,2,2,Aston Villa,,west-brom,12.0
2013-11-30,Premier League,Sat,Away,L,1,2,Newcastle Utd,,west-brom,13.0
2013-12-04,Premier League,Wed,Home,L,2,3,Manchester City,,west-brom,14.0
2013-12-07,Premier League,Sat,Home,L,0,2,Norwich City,,west-brom,15.0
2013-12-14,Premier League,Sat,Away,L,0,1,Cardiff City,,west-brom,16.0
2013-12-21,Premier League,Sat,Home,D,1,1,Hull City,,west-brom,17.0
2013-12-26,Premier League,Thu,Away,D,1,1,Tottenham,,west-brom,18.0
2013-12-28,Premier League,Sat,Away,D,3,3,West Ham,,west-brom,19.0
2014-01-01,Premier League,Wed,Home,W,1,0,Newcastle Utd,,west-brom,20.0
2014-01-11,Premier League,Sat,Away,L,0,1,Southampton,,west-brom,21.0
2014-01-20,Premier League,Mon,Home,D,1,1,Everton,,west-brom,22.0
2014-01-29,Premier League,Wed,Away,L,3,4,Aston Villa,,west-brom,23.0
2014-02-02,Premier League,Sun,Home,D,1,1,Liverpool,,west-brom,24.0
2014-02-08,Premier League,Sat,Away,L,1,3,Crystal Palace,,west-brom,25.0
2014-02-11,Premier League,Tue,Home,D,1,1,Chelsea,,west-brom,26.0
2014-02-22,Premier League,Sat,Home,D,1,1,Fulham,,west-brom,27.0
2014-03-08,Premier League,Sat,Home,L,0,3,Manchester Utd,,west-brom,28.0
2014-03-15,Premier League,Sat,Away,W,2,1,Swansea City,,west-brom,29.0
2014-03-22,Premier League,Sat,Away,L,0,2,Hull City,,west-brom,30.0
2014-03-29,Premier League,Sat,Home,D,3,3,Cardiff City,,west-brom,31.0
2014-04-05,Premier League,Sat,Away,W,1,0,Norwich City,,west-brom,32.0
2014-04-12,Premier League,Sat,Home,D,3,3,Tottenham,,west-brom,33.0
2014-04-21,Premier League,Mon,Away,L,1,3,Manchester City,,west-brom,34.0
2014-04-26,Premier League,Sat,Home,W,1,0,West Ham,,west-brom,35.0
2014-05-04,Premier League,Sun,Away,L,0,1,Arsenal,,west-brom,36.0
2014-05-07,Premier League,Wed,Away,L,0,2,Sunderland,,west-brom,37.0
2014-05-11,Premier League,Sun,Home,L,1,2,Stoke City,,west-brom,38.0
2013-08-17,Premier League,Sat,Home,W,2,0,Cardiff City,,west-ham,1.0
2013-08-24,Premier League,Sat,Away,D,0,0,Newcastle Utd,,west-ham,2.0
2013-08-31,Premier League,Sat,Home,L,0,1,Stoke City,,west-ham,3.0
2013-09-15,Premier League,Sun,Away,D,0,0,Southampton,,west-ham,4.0
2013-09-21,Premier League,Sat,Home,L,2,3,Everton,,west-ham,5.0
2013-09-28,Premier League,Sat,Away,L,0,1,Hull City,,west-ham,6.0
2013-10-06,Premier League,Sun,Away,W,3,0,Tottenham,,west-ham,7.0
2013-10-19,Premier League,Sat,Home,L,1,3,Manchester City,,west-ham,8.0
2013-10-27,Premier League,Sun,Away,D,0,0,Swansea City,,west-ham,9.0
2013-11-02,Premier League,Sat,Home,D,0,0,Aston Villa,,west-ham,10.0
2013-11-09,Premier League,Sat,Away,L,1,3,Norwich City,,west-ham,11.0
2013-11-23,Premier League,Sat,Home,L,0,3,Chelsea,,west-ham,12.0
2013-11-30,Premier League,Sat,Home,W,3,0,Fulham,,west-ham,13.0
2013-12-03,Premier League,Tue,Away,L,0,1,Crystal Palace,,west-ham,14.0
2013-12-07,Premier League,Sat,Away,L,1,4,Liverpool,,west-ham,15.0
2013-12-14,Premier League,Sat,Home,D,0,0,Sunderland,,west-ham,16.0
2013-12-21,Premier League,Sat,Away,L,1,3,Manchester Utd,,west-ham,17.0
2013-12-26,Premier League,Thu,Home,L,1,3,Arsenal,,west-ham,18.0
2013-12-28,Premier League,Sat,Home,D,3,3,West Brom,,west-ham,19.0
2014-01-01,Premier League,Wed,Away,L,1,2,Fulham,,west-ham,20.0
2014-01-11,Premier League,Sat,Away,W,2,0,Cardiff City,,west-ham,21.0
2014-01-18,Premier League,Sat,Home,L,1,3,Newcastle Utd,,west-ham,22.0
2014-01-29,Premier League,Wed,Away,D,0,0,Chelsea,,west-ham,23.0
2014-02-01,Premier League,Sat,Home,W,2,0,Swansea City,,west-ham,24.0
2014-02-08,Premier League,Sat,Away,W,2,0,Aston Villa,,west-ham,25.0
2014-02-11,Premier League,Tue,Home,W,2,0,Norwich City,,west-ham,26.0
2014-02-22,Premier League,Sat,Home,W,3,1,Southampton,,west-ham,27.0
2014-03-01,Premier League,Sat,Away,L,0,1,Everton,,west-ham,28.0
2014-03-15,Premier League,Sat,Away,L,1,3,Stoke City,,west-ham,29.0
2014-03-22,Premier League,Sat,Home,L,0,2,Manchester Utd,,west-ham,30.0
2014-03-26,Premier League,Wed,Home,W,2,1,Hull City,,west-ham,31.0
2014-03-31,Premier League,Mon,Away,W,2,1,Sunderland,,west-ham,32.0
2014-04-06,Premier League,Sun,Home,L,1,2,Liverpool,,west-ham,33.0
2014-04-15,Premier League,Tue,Away,L,1,3,Arsenal,,west-ham,34.0
2014-04-19,Premier League,Sat,Home,L,0,1,Crystal Palace,,west-ham,35.0
2014-04-26,Premier League,Sat,Away,L,0,1,West Brom,,west-ham,36.0
2014-05-03,Premier League,Sat,Home,W,2,0,Tottenham,,west-ham,37.0
2014-05-11,Premier League,Sun,Away,L,0,2,Manchester City,,west-ham,38.0
